data_set,nof_rows,nof_col,nof_num_features,nof_cat_features,nof_pos,pos_ratio,use_case,origin,LENC_nof_bin_cols,LENC-XGB_runtime,LENC-XGB_acc,LENC-XGB_adj_bal_acc,LENC-XGB_recall,LENC-XGB_precision,LENC-XGB_f2,LENC-XGB_f,LENC-CART:4_runtime,LENC-CART:4_acc,LENC-CART:4_adj_bal_acc,LENC-CART:4_recall,LENC-CART:4_precision,LENC-CART:4_f2,LENC-CART:4_f,LENC-CART:4_nof_rules,LENC-CART:4_sum_preds,LENC-CART:4_max_preds,LENC-CART:4_avg_preds,LENC-CART:6_runtime,LENC-CART:6_acc,LENC-CART:6_adj_bal_acc,LENC-CART:6_recall,LENC-CART:6_precision,LENC-CART:6_f2,LENC-CART:6_f,LENC-CART:6_nof_rules,LENC-CART:6_sum_preds,LENC-CART:6_max_preds,LENC-CART:6_avg_preds,LENC-CART:*_runtime,LENC-CART:*_acc,LENC-CART:*_adj_bal_acc,LENC-CART:*_recall,LENC-CART:*_precision,LENC-CART:*_f2,LENC-CART:*_f,LENC-CART:*_nof_rules,LENC-CART:*_sum_preds,LENC-CART:*_max_preds,LENC-CART:*_avg_preds,TREES_nof_bin_cols,TREES-BRCG_runtime,TREES-BRCG_acc,TREES-BRCG_adj_bal_acc,TREES-BRCG_recall,TREES-BRCG_precision,TREES-BRCG_f2,TREES-BRCG_f,TREES-BRCG_nof_rules,TREES-BRCG_sum_preds,TREES-BRCG_max_preds,TREES-BRCG_avg_preds,NATIVE_nof_bin_cols,NATIVE-RIPPER_runtime,NATIVE-RIPPER_acc,NATIVE-RIPPER_adj_bal_acc,NATIVE-RIPPER_recall,NATIVE-RIPPER_precision,NATIVE-RIPPER_f2,NATIVE-RIPPER_f,NATIVE-RIPPER_nof_rules,NATIVE-RIPPER_sum_preds,NATIVE-RIPPER_max_preds,NATIVE-RIPPER_avg_preds,NATIVE-RIPPER2_runtime,NATIVE-RIPPER2_acc,NATIVE-RIPPER2_adj_bal_acc,NATIVE-RIPPER2_recall,NATIVE-RIPPER2_precision,NATIVE-RIPPER2_f2,NATIVE-RIPPER2_f,NATIVE-RIPPER2_nof_rules,NATIVE-RIPPER2_sum_preds,NATIVE-RIPPER2_max_preds,NATIVE-RIPPER2_avg_preds,NATIVE-RIPPER3_runtime,NATIVE-RIPPER3_acc,NATIVE-RIPPER3_adj_bal_acc,NATIVE-RIPPER3_recall,NATIVE-RIPPER3_precision,NATIVE-RIPPER3_f2,NATIVE-RIPPER3_f,NATIVE-RIPPER3_nof_rules,NATIVE-RIPPER3_sum_preds,NATIVE-RIPPER3_max_preds,NATIVE-RIPPER3_avg_preds,TREES-CORELS_runtime,TREES-CORELS_acc,TREES-CORELS_adj_bal_acc,TREES-CORELS_recall,TREES-CORELS_precision,TREES-CORELS_f2,TREES-CORELS_f,TREES-CORELS_nof_rules,TREES-CORELS_sum_preds,TREES-CORELS_max_preds,TREES-CORELS_avg_preds,TREES-BRCG2_runtime,TREES-BRCG2_acc,TREES-BRCG2_adj_bal_acc,TREES-BRCG2_recall,TREES-BRCG2_precision,TREES-BRCG2_f2,TREES-BRCG2_f,TREES-BRCG2_nof_rules,TREES-BRCG2_sum_preds,TREES-BRCG2_max_preds,TREES-BRCG2_avg_preds,TREES2_nof_bin_cols,TREES2-BRCG2_runtime,TREES2-BRCG2_acc,TREES2-BRCG2_adj_bal_acc,TREES2-BRCG2_recall,TREES2-BRCG2_precision,TREES2-BRCG2_f2,TREES2-BRCG2_f,TREES2-BRCG2_nof_rules,TREES2-BRCG2_sum_preds,TREES2-BRCG2_max_preds,TREES2-BRCG2_avg_preds,TREES2-BRCG_runtime,TREES2-BRCG_acc,TREES2-BRCG_adj_bal_acc,TREES2-BRCG_recall,TREES2-BRCG_precision,TREES2-BRCG_f2,TREES2-BRCG_f,TREES2-BRCG_nof_rules,TREES2-BRCG_sum_preds,TREES2-BRCG_max_preds,TREES2-BRCG_avg_preds,QUANTILE_nof_bin_cols,QUANTILE-BRCG_runtime,QUANTILE-BRCG_acc,QUANTILE-BRCG_adj_bal_acc,QUANTILE-BRCG_recall,QUANTILE-BRCG_precision,QUANTILE-BRCG_f2,QUANTILE-BRCG_f,QUANTILE-BRCG_nof_rules,QUANTILE-BRCG_sum_preds,QUANTILE-BRCG_max_preds,QUANTILE-BRCG_avg_preds,NATIVE-R2N_runtime,NATIVE-R2N_acc,NATIVE-R2N_adj_bal_acc,NATIVE-R2N_recall,NATIVE-R2N_precision,NATIVE-R2N_f2,NATIVE-R2N_f,NATIVE-R2N_nof_rules,NATIVE-R2N_sum_preds,NATIVE-R2N_max_preds,NATIVE-R2N_avg_preds,QUANTILE-BRCG2_runtime,QUANTILE-BRCG2_acc,QUANTILE-BRCG2_adj_bal_acc,QUANTILE-BRCG2_recall,QUANTILE-BRCG2_precision,QUANTILE-BRCG2_f2,QUANTILE-BRCG2_f,QUANTILE-BRCG2_nof_rules,QUANTILE-BRCG2_sum_preds,QUANTILE-BRCG2_max_preds,QUANTILE-BRCG2_avg_preds,QUANTILE-RIPPER_runtime,QUANTILE-RIPPER_acc,QUANTILE-RIPPER_adj_bal_acc,QUANTILE-RIPPER_recall,QUANTILE-RIPPER_precision,QUANTILE-RIPPER_f2,QUANTILE-RIPPER_f,QUANTILE-RIPPER_nof_rules,QUANTILE-RIPPER_sum_preds,QUANTILE-RIPPER_max_preds,QUANTILE-RIPPER_avg_preds,QUANTILE-CORELS_runtime,QUANTILE-CORELS_acc,QUANTILE-CORELS_adj_bal_acc,QUANTILE-CORELS_recall,QUANTILE-CORELS_precision,QUANTILE-CORELS_f2,QUANTILE-CORELS_f,QUANTILE-CORELS_nof_rules,QUANTILE-CORELS_sum_preds,QUANTILE-CORELS_max_preds,QUANTILE-CORELS_avg_preds,TREES-CORELS2_runtime,TREES-CORELS2_acc,TREES-CORELS2_adj_bal_acc,TREES-CORELS2_recall,TREES-CORELS2_precision,TREES-CORELS2_f2,TREES-CORELS2_f,TREES-CORELS2_nof_rules,TREES-CORELS2_sum_preds,TREES-CORELS2_max_preds,TREES-CORELS2_avg_preds,TREES2-CORELS2_runtime,TREES2-CORELS2_acc,TREES2-CORELS2_adj_bal_acc,TREES2-CORELS2_recall,TREES2-CORELS2_precision,TREES2-CORELS2_f2,TREES2-CORELS2_f,TREES2-CORELS2_nof_rules,TREES2-CORELS2_sum_preds,TREES2-CORELS2_max_preds,TREES2-CORELS2_avg_preds,TREES-RIPPER_runtime,TREES-RIPPER_acc,TREES-RIPPER_adj_bal_acc,TREES-RIPPER_recall,TREES-RIPPER_precision,TREES-RIPPER_f2,TREES-RIPPER_f,TREES-RIPPER_nof_rules,TREES-RIPPER_sum_preds,TREES-RIPPER_max_preds,TREES-RIPPER_avg_preds,QUANTILE-RIPPERexception,LENC-CART:*exception,TREES-BRCG2exception,TREES-BRCGexception,TREES2-BRCGexception
synth_conj_0,50000,2,1,0,24835,0.4967,other,synthetic,1.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,0.34,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,207.22,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,0.35,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.24,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
synth_conj_1,50000,3,2,0,25200,0.504,other,synthetic,2.0,0.26,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.47,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.46,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,0.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,36.0,1.76,0.99,0.97,0.97,1.0,0.98,0.99,1.0,2.0,2.0,2.0,210.4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,10.0,2.0,2.0,2.18,0.99,0.97,0.97,1.0,0.98,0.99,1.0,2.0,2.0,2.0,0.23,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.99,0.97,0.97,1.0,0.98,0.99,1.0,2.0,2.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,
synth_conj_2,50000,4,3,0,24926,0.4985,other,synthetic,3.0,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,0.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.14,1.0,1.0,1.0,1.0,1.0,1.0,6.0,15.0,4.0,2.5,2.09,1.0,1.0,1.0,1.0,1.0,1.0,6.0,15.0,4.0,2.5,2.09,1.0,1.0,1.0,1.0,1.0,1.0,6.0,15.0,4.0,2.5,0.09,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,3.0,0.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,54.0,1.79,0.99,0.98,1.0,0.98,1.0,0.99,1.0,3.0,3.0,3.0,212.7,1.0,0.99,1.0,0.99,1.0,1.0,2.0,6.0,3.0,3.0,1.77,0.99,0.98,1.0,0.98,1.0,0.99,1.0,3.0,3.0,3.0,0.53,0.99,0.98,1.0,0.98,1.0,0.99,1.0,3.0,3.0,3.0,0.87,0.92,0.85,1.0,0.87,0.97,0.93,2.0,6.0,3.0,3.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,,,,
synth_conj_3,50000,5,4,0,24984,0.4997,other,synthetic,4.0,0.36,1.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,8.0,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.51,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,4.0,2.5,2.33,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,4.0,2.5,2.43,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,4.0,2.5,0.18,1.0,1.0,1.0,1.0,1.0,1.0,4.0,16.0,4.0,4.0,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,8.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,72.0,3.58,0.91,0.81,0.81,1.0,0.84,0.9,1.0,4.0,4.0,4.0,209.41,0.88,0.75,0.97,0.82,0.94,0.89,1.0,3.0,3.0,3.0,5.27,0.91,0.81,0.81,1.0,0.84,0.9,1.0,4.0,4.0,4.0,5.85,0.9,0.81,0.83,0.97,0.86,0.9,15.0,146.0,12.0,9.73,1.31,0.83,0.66,0.91,0.79,0.88,0.84,2.0,6.0,3.0,3.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,4.0,4.0,0.16,1.0,1.0,1.0,1.0,1.0,1.0,3.0,12.0,4.0,4.0,0.19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,,,,,
synth_conj_4,50000,6,5,0,25058,0.5012,other,synthetic,5.0,0.45,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.92,0.85,1.0,0.87,0.97,0.93,2.0,7.0,4.0,3.5,0.06,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,5.0,4.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,5.0,4.0,12.0,0.86,0.92,0.85,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,5.0,6.7,1.0,1.0,1.0,1.0,1.0,1.0,10.0,38.0,6.0,3.8,6.54,1.0,1.0,1.0,1.0,1.0,1.0,10.0,38.0,6.0,3.8,6.71,1.0,1.0,1.0,1.0,1.0,1.0,10.0,38.0,6.0,3.8,0.28,0.84,0.68,1.0,0.76,0.94,0.86,2.0,6.0,3.0,3.0,0.86,0.92,0.85,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,14.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,90.0,3.3,0.91,0.82,1.0,0.85,0.97,0.92,1.0,5.0,5.0,5.0,209.8,0.98,0.97,0.99,0.98,0.99,0.98,1.0,5.0,5.0,5.0,3.24,0.91,0.82,1.0,0.85,0.97,0.92,1.0,5.0,5.0,5.0,17.94,0.91,0.82,0.98,0.86,0.96,0.92,26.0,235.0,11.0,9.04,2.26,0.71,0.41,0.85,0.66,0.8,0.74,1.0,2.0,2.0,2.0,0.29,0.92,0.85,1.0,0.87,0.97,0.93,3.0,12.0,4.0,4.0,0.45,0.92,0.85,1.0,0.87,0.97,0.93,3.0,12.0,4.0,4.0,0.23,0.92,0.85,1.0,0.87,0.97,0.93,1.0,4.0,4.0,4.0,,,,,
synth_conj_5,50000,7,6,0,24868,0.4974,other,synthetic,6.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.87,0.75,1.0,0.8,0.95,0.89,1.0,4.0,4.0,4.0,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,0.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,8.0,0.69,0.87,0.75,1.0,0.8,0.95,0.89,1.0,4.0,4.0,4.0,6.0,5.96,1.0,1.0,1.0,1.0,1.0,1.0,4.0,23.0,6.0,5.75,5.97,1.0,1.0,1.0,1.0,1.0,1.0,4.0,23.0,6.0,5.75,6.05,1.0,1.0,1.0,1.0,1.0,1.0,4.0,23.0,6.0,5.75,0.2,0.87,0.75,1.0,0.8,0.95,0.89,4.0,16.0,4.0,4.0,0.68,0.87,0.75,1.0,0.8,0.95,0.89,1.0,4.0,4.0,4.0,10.0,0.81,0.94,0.88,1.0,0.89,0.98,0.94,1.0,5.0,5.0,5.0,0.86,0.94,0.88,1.0,0.89,0.98,0.94,1.0,5.0,5.0,5.0,108.0,3.99,0.96,0.93,1.0,0.93,0.99,0.97,1.0,6.0,6.0,6.0,213.4,0.98,0.97,0.99,0.98,0.99,0.98,1.0,6.0,6.0,6.0,3.96,0.96,0.93,1.0,0.93,0.99,0.97,1.0,6.0,6.0,6.0,19.58,0.96,0.93,1.0,0.93,0.98,0.96,34.0,315.0,14.0,9.26,3.35,0.69,0.38,1.0,0.62,0.89,0.76,1.0,2.0,2.0,2.0,0.18,0.87,0.75,1.0,0.8,0.95,0.89,3.0,12.0,4.0,4.0,0.32,0.87,0.75,1.0,0.8,0.95,0.89,3.0,12.0,4.0,4.0,0.2,0.87,0.75,1.0,0.8,0.95,0.89,1.0,4.0,4.0,4.0,,,,,
synth_conj_6,50000,8,7,0,25087,0.5017,other,synthetic,7.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.83,0.65,1.0,0.74,0.94,0.85,1.0,4.0,4.0,4.0,0.11,0.95,0.9,1.0,0.91,0.98,0.95,1.0,6.0,6.0,6.0,0.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,8.0,0.67,0.83,0.65,1.0,0.74,0.94,0.85,1.0,4.0,4.0,4.0,7.0,8.13,1.0,1.0,1.0,1.0,1.0,1.0,8.0,26.0,7.0,3.25,8.32,1.0,1.0,1.0,1.0,1.0,1.0,8.0,26.0,7.0,3.25,8.46,1.0,1.0,1.0,1.0,1.0,1.0,8.0,26.0,7.0,3.25,0.19,0.83,0.65,1.0,0.74,0.94,0.85,4.0,16.0,4.0,4.0,0.68,0.83,0.65,1.0,0.74,0.94,0.85,1.0,4.0,4.0,4.0,10.0,0.9,0.89,0.78,1.0,0.82,0.96,0.9,1.0,5.0,5.0,5.0,0.87,0.89,0.78,1.0,0.82,0.96,0.9,1.0,5.0,5.0,5.0,126.0,5.85,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,212.76,0.76,0.51,0.97,0.68,0.89,0.8,1.0,3.0,3.0,3.0,6.37,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,1.44,0.98,0.96,0.96,1.0,0.97,0.98,1.0,7.0,7.0,7.0,4.94,0.68,0.35,0.99,0.61,0.88,0.76,1.0,2.0,2.0,2.0,0.18,0.83,0.65,1.0,0.74,0.94,0.85,3.0,12.0,4.0,4.0,0.32,0.83,0.65,1.0,0.74,0.94,0.85,3.0,12.0,4.0,4.0,0.22,0.83,0.65,1.0,0.74,0.94,0.85,1.0,4.0,4.0,4.0,,,,,
synth_conj_7,50000,9,8,0,24933,0.4987,other,synthetic,8.0,0.74,1.0,1.0,1.0,1.0,1.0,1.0,0.09,0.79,0.59,1.0,0.7,0.92,0.83,1.0,4.0,4.0,4.0,0.12,0.9,0.81,1.0,0.84,0.96,0.91,1.0,6.0,6.0,6.0,0.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,0.79,0.79,0.59,1.0,0.7,0.92,0.83,1.0,4.0,4.0,4.0,8.0,13.0,1.0,0.99,0.99,1.0,1.0,1.0,8.0,43.0,9.0,5.38,24.96,1.0,0.99,1.0,1.0,1.0,1.0,22.0,74.0,9.0,3.36,25.39,1.0,0.99,1.0,1.0,1.0,1.0,22.0,74.0,9.0,3.36,0.21,0.79,0.59,1.0,0.7,0.92,0.83,4.0,16.0,4.0,4.0,0.8,0.79,0.59,1.0,0.7,0.92,0.83,1.0,4.0,4.0,4.0,10.0,0.93,0.85,0.7,1.0,0.77,0.94,0.87,1.0,5.0,5.0,5.0,0.93,0.85,0.7,1.0,0.77,0.94,0.87,1.0,5.0,5.0,5.0,144.0,7.39,0.93,0.86,0.86,1.0,0.88,0.92,1.0,8.0,8.0,8.0,211.98,0.65,0.3,0.98,0.59,0.86,0.73,2.0,5.0,3.0,2.5,8.58,0.93,0.86,0.86,1.0,0.88,0.92,1.0,8.0,8.0,8.0,2.25,0.93,0.86,0.86,1.0,0.88,0.92,1.0,8.0,8.0,8.0,6.92,0.65,0.3,0.97,0.59,0.86,0.73,1.0,2.0,2.0,2.0,0.2,0.79,0.59,1.0,0.7,0.92,0.83,3.0,12.0,4.0,4.0,0.33,0.79,0.59,1.0,0.7,0.92,0.83,3.0,12.0,4.0,4.0,0.23,0.79,0.59,1.0,0.7,0.92,0.83,1.0,4.0,4.0,4.0,,,,,
synth_conj_8,50000,10,9,0,24984,0.4997,other,synthetic,9.0,1.18,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.77,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,0.14,0.87,0.74,1.0,0.79,0.95,0.89,1.0,6.0,6.0,6.0,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,8.0,0.71,0.77,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,9.0,15.53,0.99,0.99,0.99,1.0,0.99,0.99,9.0,55.0,9.0,6.11,16.13,0.99,0.99,0.99,1.0,0.99,0.99,9.0,55.0,9.0,6.11,16.39,0.99,0.99,0.99,1.0,0.99,0.99,9.0,55.0,9.0,6.11,0.22,0.77,0.53,1.0,0.68,0.91,0.81,4.0,16.0,4.0,4.0,0.72,0.77,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,10.0,0.93,0.82,0.64,1.0,0.73,0.93,0.85,1.0,5.0,5.0,5.0,1.0,0.82,0.64,1.0,0.73,0.93,0.85,1.0,5.0,5.0,5.0,162.0,20.8,0.89,0.77,0.77,1.0,0.81,0.87,1.0,9.0,9.0,9.0,213.78,0.66,0.33,0.96,0.6,0.86,0.74,1.0,3.0,3.0,3.0,11.88,0.89,0.77,0.77,1.0,0.81,0.87,1.0,9.0,9.0,9.0,2.3,0.89,0.77,0.77,1.0,0.81,0.87,1.0,9.0,9.0,9.0,9.83,0.64,0.28,0.95,0.58,0.84,0.72,1.0,2.0,2.0,2.0,0.21,0.77,0.53,1.0,0.68,0.91,0.81,3.0,12.0,4.0,4.0,0.35,0.77,0.53,1.0,0.68,0.91,0.81,3.0,12.0,4.0,4.0,0.24,0.77,0.53,1.0,0.68,0.91,0.81,1.0,4.0,4.0,4.0,,,,,
synth_conj_9,50000,11,10,0,25110,0.5022,other,synthetic,10.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,0.12,0.74,0.48,1.0,0.66,0.91,0.79,2.0,8.0,4.0,4.0,0.16,0.84,0.68,1.0,0.76,0.94,0.86,3.0,15.0,6.0,5.0,0.23,1.0,1.0,1.0,1.0,1.0,1.0,3.0,19.0,10.0,6.33,12.0,1.04,0.74,0.48,1.0,0.66,0.91,0.79,1.0,4.0,4.0,4.0,10.0,13.72,1.0,0.99,0.99,1.0,0.99,1.0,4.0,28.0,10.0,7.0,14.2,1.0,0.99,0.99,1.0,0.99,1.0,4.0,28.0,10.0,7.0,14.38,1.0,0.99,0.99,1.0,0.99,1.0,4.0,28.0,10.0,7.0,3.11,0.74,0.48,1.0,0.66,0.91,0.79,4.0,16.0,4.0,4.0,1.08,0.74,0.48,1.0,0.66,0.91,0.79,1.0,4.0,4.0,4.0,16.0,1.26,0.79,0.59,1.0,0.71,0.92,0.83,1.0,5.0,5.0,5.0,1.31,0.79,0.59,1.0,0.71,0.92,0.83,1.0,5.0,5.0,5.0,180.0,11.8,0.84,0.69,0.69,1.0,0.73,0.82,1.0,10.0,10.0,10.0,212.83,0.57,0.14,0.93,0.54,0.81,0.68,1.0,1.0,1.0,1.0,14.88,0.84,0.69,0.69,1.0,0.73,0.82,1.0,10.0,10.0,10.0,2.77,0.84,0.69,0.69,1.0,0.73,0.82,1.0,10.0,10.0,10.0,14.3,0.62,0.24,0.93,0.58,0.83,0.71,1.0,2.0,2.0,2.0,2.54,0.74,0.48,1.0,0.66,0.91,0.79,3.0,12.0,4.0,4.0,0.56,0.74,0.48,1.0,0.66,0.91,0.79,3.0,12.0,4.0,4.0,0.29,0.74,0.48,1.0,0.66,0.91,0.79,1.0,4.0,4.0,4.0,,,,,
synth_conj_20,50000,22,21,0,25019,0.5004,other,synthetic,21.0,4.5,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.63,0.25,1.0,0.57,0.87,0.73,2.0,7.0,4.0,3.5,0.35,0.68,0.36,1.0,0.61,0.89,0.76,2.0,9.0,6.0,4.5,0.95,1.0,1.0,1.0,1.0,1.0,1.0,3.0,37.0,21.0,12.33,12.0,2.07,0.63,0.25,1.0,0.57,0.87,0.73,1.0,4.0,4.0,4.0,21.0,55.26,0.92,0.84,0.88,0.96,0.9,0.92,6.0,53.0,21.0,8.83,75.05,0.92,0.84,0.88,0.96,0.9,0.92,6.0,53.0,21.0,8.83,86.95,0.92,0.84,0.88,0.96,0.9,0.92,6.0,53.0,21.0,8.83,6.41,0.63,0.25,1.0,0.57,0.87,0.73,4.0,16.0,4.0,4.0,2.05,0.63,0.25,1.0,0.57,0.87,0.73,1.0,4.0,4.0,4.0,14.0,1.59,0.65,0.3,1.0,0.59,0.88,0.75,1.0,5.0,5.0,5.0,1.73,0.65,0.3,1.0,0.59,0.88,0.75,1.0,5.0,5.0,5.0,378.0,106.16,0.63,0.27,0.49,0.69,0.52,0.57,1.0,10.0,10.0,10.0,210.91,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.8,0.65,0.3,0.72,0.64,0.7,0.68,2.0,20.0,10.0,10.0,30.9,0.65,0.3,0.61,0.67,0.62,0.64,14.0,169.0,15.0,12.07,81.67,0.55,0.1,0.85,0.53,0.76,0.66,1.0,2.0,2.0,2.0,3.68,0.63,0.25,1.0,0.57,0.87,0.73,3.0,12.0,4.0,4.0,0.69,0.63,0.25,1.0,0.57,0.87,0.73,3.0,12.0,4.0,4.0,0.5,0.63,0.25,1.0,0.57,0.87,0.73,2.0,7.0,4.0,3.5,,,,,
